NaN,0,0,0,0,0,0,0,2686608656.06115
NaN,0,0,0,0,0,0,0,2627352051.9731
NaN,0,0,0,0,0,0,0,2805699953.91181
NaN,0,0,0,0,0,0,0,2824778829.15653
NaN,0,0,0,0,0,0,0,2778519150.56166
NaN,0,0,0,0,0,0,0,2837127183.80806
NaN,0,0,0,0,0,0,0,2446153352.27305
NaN,0,0,0,0,0,0,0,2900217730.93
NaN,0,0,0,0,0,0,0,2973379900.7785
NaN,0,0,0,0,0,0,0,2701835071.28073
NaN,0,0,0,0,0,0,0,2488685134.99273
NaN,0,0,0,0,0,0,0,2758724445.63406
NaN,0,0,0,0,0,0,0,2782278010.75524
NaN,0,0,0,0,0,0,0,3093824410.74666
NaN,0,0,0,0,0,0,0,2832617108.00349
NaN,0,0,0,0,0,0,0,3127129033.60328
NaN,0,0,0,0,0,0,0,2737994207.76128
NaN,0,0,0,0,0,0,0,3136614173.19667
NaN,0,0,0,0,0,0,0,2953053515.77677
NaN,0,0,0,0,0,0,0,2716926897.66912
NaN,0,0,0,0,0,0,0,2477487115.85413
NaN,0,0,0,0,0,0,0,2613492286.97647
NaN,0,0,0,0,0,0,0,2823198495.09129
NaN,0,0,0,0,0,0,0,2987465217.78622
NaN,0,0,0,0,0,0,0,2919319026.19486
